137.49,109.59,25654
135.4,117.35,26677
135.4,117.35,26661
135.4,117.35,26165
135.43,106.63,24134
135.03,111.96,25158
135.03,111.96,25142
138.07,108.94,26166
137.96,108.24,26181
137.96,108.24,26165
137.96,108.24,26149
137.96,108.24,25669
137.96,108.24,25637
140.98,108.26,28197
137.4,105.42,24645
137.4,105.42,24629
140.69,124.88,29204
136.59,105.33,24645
136.59,105.33,24629
136.59,105.33,24133
137.76,109.16,26181
137.76,109.16,26165
137.76,109.16,26149
137.76,109.16,25669
137.76,109.16,25637
137.38,118.85,27685
137.38,118.85,27173
140.33,115.85,28709
140.33,115.85,28197
137.87,106.03,25653
137.87,106.03,25141
135.45,120.63,27189
135.45,120.63,26677
135.45,120.63,26661
138.79,117.06,28180
138.79,117.06,27668
139.56,124.53,28708
139.56,124.53,28692
138.25,104.39,25141
138.36,106.19,25653
138,121.38,27685
137.96,105.55,25141
140.53,101.49,26673
140.53,101.49,26657
138.85,106.86,26165
138.85,106.86,26149
137.06,101.37,24133
137.06,101.37,23621
137.64,115.05,27173
137.64,115.05,26677
137.64,115.05,26661
136.96,107.47,25157
136.96,107.47,24645
136.96,107.47,24629
135.04,122.87,27173
138.89,121.6,28708
138.89,121.6,28212
138.89,121.6,28196
138.89,121.6,28180
135.24,102.65,23125
135.24,102.65,22613
135.24,102.65,22597
139.63,119.32,28709
137.85,124.76,28196
136.4,112.64,26181
136.4,112.64,26165
136.4,112.64,25669
136.4,112.64,25653
140.35,114.58,28693
140.35,114.58,28213
140.35,114.58,28197
140.35,114.58,28181
138.26,110.98,26662
137.84,119.97,27685
138.16,118.62,27685
138.3,116.93,27685
135.1,104.3,23621
135.1,104.3,23125
135.1,104.3,23109
135.1,104.3,23093
138.92,117.73,28182
138.92,117.73,27686
140.23,116.88,28709
140.6,119.52,29221
140.6,119.52,28709
140.6,119.52,28693
137.35,122.76,28196
137.35,122.76,28180
137.35,122.76,27684
137.35,122.76,27668
139.32,101.39,25651
135.52,106.87,24645
135.52,106.87,24133
135.52,106.87,24117
135.52,106.87,23637
135.52,106.87,23621
137.27,124.79,28196
137.27,124.79,27684
139.8,123.62,29220
139.8,123.62,29204
139.8,123.62,28692
136.07,107.55,24661
136.07,107.55,24645
136.07,107.55,24629
136.07,107.55,24117
139.73,108.88,27685
139.73,108.88,27189
139.73,108.88,27173
135.77,101.42,23109
140.59,113.02,28709
140.59,113.02,28693
140.59,113.02,28197
135.64,107.69,24661
135.64,107.69,24645
135.64,107.69,24629
135.64,107.69,24149
135.64,107.69,24117
137,114.47,26677
137,114.47,26661
139.29,113.79,27701
137.12,123.38,27685
136.37,120.28,27173
136.05,121.01,27173
138.66,100.79,25140
139.74,112.63,27669
137.11,117.95,27173
139.49,118.98,28709
139.49,118.98,28197
137.47,123.25,28196
137.47,123.25,28180
137.47,123.25,27684
137.25,105.46,24629
138.29,103.31,25140
138.29,103.31,24644
138.29,103.31,24628
137.4,108.19,25654
135.85,117.58,26661
138.09,121.61,28197
138.09,121.61,28181
138.09,121.61,27685
140.33,104.95,27172
139.86,102.02,26163
136.87,103.88,24133
136.87,103.88,24117
137.45,112.94,26661
137.45,112.94,26165
137.45,112.94,26149
140.55,101.13,26673
136.7,110.25,25654
135.6,111.14,25157
135.6,111.14,25141
138.07,118.64,27685
138.18,101.42,24628
140.67,119.76,29221
140.67,119.76,29205
140.67,119.76,28693
140.34,121.4,29204
140.34,121.4,28708
140.34,121.4,28692
140.58,110.7,28197
140.58,110.7,27685
140.58,110.7,27669
135.45,107.88,24661
135.45,107.88,24645
135.45,107.88,24149
135.45,107.88,24133
135.45,107.88,24117
135.45,107.88,23621
138.64,110.87,27173
138.64,110.87,26677
138.64,110.87,26661
135.53,113.91,26165
135.53,113.91,25669
135.53,113.91,25653
135.53,113.91,25637
135.68,110.01,25157
135.68,110.01,24645
135.68,110.01,24629
135.62,100.78,23125
135.62,100.78,23109
140.67,106.01,27700
140.67,106.01,27684
140.67,106.01,27668
140.67,106.01,27188
140.67,106.01,27156
138.56,104.14,25653
138.56,104.14,25141
138.85,120.3,28197
139.72,107.74,27189
139.72,107.74,27173
139.72,107.74,26661
135.16,114.38,26165
135.16,114.38,25669
135.16,114.38,25653
135.16,114.38,25637
135.16,114.38,25141
137.94,113.35,27173
137.94,113.35,26677
137.94,113.35,26661
135.28,111.66,25157
137.94,119.41,27685
138.13,121.15,28212
138.13,121.15,28196
138.13,121.15,28180
138.13,121.15,27668
136.34,114.36,26677
136.34,114.36,26661
136.34,114.36,26165
135.08,118.13,26677
135.08,118.13,26661
135.08,118.13,26165
135.08,118.13,26149
140.66,113.07,28693
140.66,113.07,28197
140.66,113.07,28181
140.23,101.51,26674
140.23,101.51,26162
140.23,101.51,26146
137.93,118.97,27685
140.99,102.73,27170
136.88,112.53,26165
136.88,112.53,26149
140.08,100.17,26162
140.08,100.17,26146
140.99,123.32,29732
140.99,123.32,29716
140.99,123.32,29220
140.99,123.32,29204
138.17,112.95,27173
138.17,112.95,26677
138.17,112.95,26661
136.75,104.04,24133
139.04,121.25,28181
139.09,106.28,26165
135.67,122.6,27684
135.67,122.6,27172
139.96,111.73,28197
139.96,111.73,27701
139.96,111.73,27685
139.96,111.73,27669
137.81,103.29,24629
135.85,104.29,23637
135.85,104.29,23621
135.85,104.29,23605
137.26,105.18,24645
137.26,105.18,24629
139.25,104.88,26165
139.27,114.49,28197
139.27,114.49,27685
137.96,117.83,27685
139.61,121.58,28709
140.65,114.75,28709
137.26,123.15,28197
137.26,123.15,27685
137.96,111.32,26693
137.96,111.32,26677
137.96,111.32,26165
137.96,111.32,26149
137.59,121.12,27685
135.37,101.37,23109
137.34,121.95,28196
137.34,121.95,27700
137.34,121.95,27684
137.34,121.95,27668
136.93,118.84,27173
137.09,105.74,25157
137.09,105.74,25141
137.09,105.74,24645
138.55,120.96,28708
138.55,120.96,28692
138.55,120.96,28196
138.55,120.96,28180
138.55,120.96,27668
138.56,105.4,25653
137.51,110.72,26677
137.51,110.72,26181
137.51,110.72,26149
137.51,110.72,25653
138.12,119.77,27685
139.29,100.72,25651
138.02,108.6,26181
138.02,108.6,26165
138.02,108.6,26149
138.02,108.6,25669
138.02,108.6,25637
138.21,101.74,24628
140.51,103.43,27187
140.51,103.43,27171
140.51,103.43,26659
140.25,121.25,28693
136.57,113.14,26165
136.57,113.14,26149
137.04,106.16,25141
137.04,106.16,24645
137.04,106.16,24629
139.54,110.19,27701
139.54,110.19,27189
139.54,110.19,27173
139.54,110.19,27157
140.84,113.94,28710
136.22,115.08,26661
136.22,115.08,26165
136.22,115.08,26149
138.88,111.97,27685
138.88,111.97,27173
138.88,111.97,27157
138.88,111.97,26661
138.34,113.08,27189
138.34,113.08,26661
140.66,121.16,29221
140.66,121.16,29205
140.68,123.04,29220
140.86,110.65,28198
138.25,106.56,25653
137.67,106.32,25653
137.67,106.32,25157
135.26,111.9,25141
137.53,118.89,27684
137.53,118.89,27172
135.6,103.89,23637
135.6,103.89,23125
135.6,103.89,23109
137.88,116.39,27173
136.8,119.75,27172
135.81,116.01,26165
139.89,100.74,26162
138.86,102.39,25652
138.86,102.39,25140
140.05,113.38,28197
140.05,113.38,28181
140.05,113.38,27685
136.3,122.18,27700
136.3,122.18,27188
136.3,122.18,27172
136.87,100.7,23621
139.48,109.51,27189
139.48,109.51,26661
139.23,115.23,27685
136.75,108.14,25653
136.75,108.14,25157
136.75,108.14,25125
136.75,108.14,24645
136.75,108.14,24629
140.75,100.52,26657
139.02,107.4,26677
137.27,113.19,26677
137.27,113.19,26661
137.27,113.19,26165
137.49,106.79,25669
137.49,106.79,25653
137.49,106.79,25157
137.49,106.79,25141
135.43,105.65,23622
138.18,100.32,24644
138.18,100.32,24628
138.54,110.22,27189
138.54,110.22,26677
138.54,110.22,26661
138.54,110.22,26165
138.54,110.22,26149
139.93,122.66,29204
139.93,122.66,28708
139.93,122.66,28692
136.66,115.32,26677
136.26,106.7,24661
136.26,106.7,24645
136.26,106.7,24629
136.26,106.7,24149
136.26,106.7,24117
136.4,117.16,26677
136.4,117.16,26661
135.47,108.62,24661
135.47,108.62,24629
135.47,108.62,24133
135.47,108.62,24117
135.24,120.11,26677
135.03,123.2,27188
135.03,123.2,27172
135.03,123.2,27156
135.03,123.2,26676
136.97,100.92,23621
139.68,117.94,28197
136.3,104.41,24133
136.3,104.41,23621
135.35,113.81,25653
135.91,118.94,26661
136.33,119.12,27189
136.33,119.12,27173
137.78,111.49,26677
137.78,111.49,26661
137.78,111.49,26165
137.78,111.49,26149
138.37,101.33,25140
138.37,101.33,24644
138.37,101.33,24628
138.16,103.29,25156
138.16,103.29,24644
138.16,103.29,24628
137.81,104.52,25157
137.81,104.52,25141
140.27,120.56,29221
140.27,120.56,28709
140.27,120.56,28693
137.95,113.33,27189
