139.51,102.31,25651
135.6,113.06,26165
135.6,113.06,25669
135.6,113.06,25653
135.6,113.06,25141
135.7,112.86,26165
135.7,112.86,25669
135.7,112.86,25653
140.8,109.76,28198
139.25,116.27,28197
140.69,109.68,28213
140.69,109.68,28197
140.69,109.68,27685
140.69,109.68,27669
137.3,114.69,27173
137.3,114.69,26677
138.74,102.87,25140
138.76,103.64,25668
138.76,103.64,25652
138.76,103.64,25140
135.87,119.47,27173
135.87,119.47,26677
135.87,119.47,26661
140.3,114.92,28709
140.3,114.92,28197
140.3,114.92,28181
136.89,105.27,24645
136.89,105.27,24629
136.89,105.27,24117
135.24,118.88,26677
135.24,118.88,26661
135.04,104.87,23653
135.04,104.87,23621
135.04,104.87,23605
135.04,104.87,23141
135.04,104.87,23125
135.04,104.87,23093
135.04,104.87,22597
137.86,109.07,26181
137.86,109.07,26165
137.86,109.07,25653
137.86,109.07,25637
137.39,118.86,27685
137.39,118.86,27173
135.94,117.39,26661
137.34,117.58,27173
138.03,107.35,26165
138.03,107.35,25669
138.03,107.35,25637
135.28,111.82,25669
135.28,111.82,25653
135.28,111.82,25157
138.42,108.62,26677
138.42,108.62,26661
138.42,108.62,26181
138.42,108.62,26165
140.64,119.91,29221
140.64,119.91,29205
140.64,119.91,28693
139.28,116.94,28197
138.86,105.39,25653
135.62,104.8,24149
135.62,104.8,24133
135.62,104.8,23637
135.62,104.8,23605
135.62,104.8,23125
135.62,104.8,23109
135.62,104.8,23093
135.32,108.65,24645
135.32,108.65,24629
135.32,108.65,24149
135.32,108.65,24133
139.03,124.27,28708
139.03,124.27,28692
140.95,122.71,29205
135.37,102.82,23125
135.37,102.82,22597
140.8,119.29,29205
136.57,105.22,24133
136.57,105.22,24117
137.15,115.18,26661
135.91,103.1,23621
135.91,103.1,23109
138.17,103.33,25156
138.17,103.33,24644
138.17,103.33,24628
138.27,117.3,27685
137.24,105.32,24645
140.45,108.04,27685
135.67,100.02,23125
135.67,100.02,23109
136.05,124.72,27684
139.19,114.11,27701
139.19,114.11,27685
139.19,114.11,27669
135.34,118.65,26677
139.49,105.25,26677
139.49,105.25,26165
139.49,105.25,26149
