0,0.000,672.127,0.00210
20,0.180,333.580,0.00210
40,0.140,332.615,0.00210
60,0.160,294.254,0.00209
80,0.140,319.309,0.00209
100,0.150,291.818,0.00209
120,0.140,293.070,0.00209
140,0.140,283.268,0.00209
160,0.170,262.472,0.00208
180,0.120,269.098,0.00208
200,0.130,296.152,0.00208
220,0.150,280.620,0.00208
240,0.160,267.600,0.00208
260,0.160,277.231,0.00207
280,0.220,263.643,0.00207
300,0.180,282.060,0.00207
320,0.200,269.939,0.00207
340,0.210,272.648,0.00207
360,0.170,268.778,0.00206
380,0.170,268.220,0.00206
400,0.110,288.895,0.00206
420,0.200,260.692,0.00206
440,0.180,260.115,0.00206
460,0.170,249.320,0.00205
480,0.150,281.313,0.00205
500,0.200,242.773,0.00205
520,0.160,259.364,0.00205
540,0.180,284.006,0.00205
560,0.280,248.637,0.00204
580,0.140,285.827,0.00204
600,0.230,257.804,0.00204
620,0.200,243.288,0.00204
640,0.200,262.434,0.00204
660,0.200,257.594,0.00204
680,0.230,259.350,0.00203
700,0.190,263.160,0.00203
720,0.190,236.749,0.00203
740,0.190,247.954,0.00203
760,0.140,250.666,0.00203
780,0.220,246.550,0.00202
800,0.190,251.366,0.00202
820,0.130,271.166,0.00202
840,0.140,255.094,0.00202
860,0.180,246.947,0.00202
880,0.220,235.915,0.00201
900,0.150,242.179,0.00201
920,0.170,266.275,0.00201
940,0.210,253.402,0.00201
960,0.190,263.085,0.00201
980,0.270,251.963,0.00200
1000,0.110,262.503,0.00200
1020,0.170,255.757,0.00200
1040,0.210,266.488,0.00200
1060,0.190,270.589,0.00200
1080,0.150,266.834,0.00199
1100,0.220,246.831,0.00199
1120,0.170,251.112,0.00199
1140,0.270,241.307,0.00199
1160,0.200,255.767,0.00199
1180,0.230,263.602,0.00199
1200,0.180,240.542,0.00198
1220,0.230,239.192,0.00198
1240,0.130,256.516,0.00198
1260,0.160,265.892,0.00198
1280,0.170,261.707,0.00198
1300,0.170,246.220,0.00197
1320,0.260,248.769,0.00197
1340,0.210,239.490,0.00197
1360,0.210,255.345,0.00197
1380,0.110,275.324,0.00197
1400,0.120,250.454,0.00196
1420,0.180,262.771,0.00196
1440,0.130,258.607,0.00196
1460,0.140,237.791,0.00196
1480,0.190,240.599,0.00196
1500,0.180,246.004,0.00196
1520,0.140,257.615,0.00195
1540,0.170,251.714,0.00195
1560,0.310,252.631,0.00195
1580,0.260,234.151,0.00195
1600,0.200,253.768,0.00195
1620,0.230,245.402,0.00194
1640,0.270,230.479,0.00194
1660,0.120,268.298,0.00194
1680,0.210,252.146,0.00194
1700,0.260,242.114,0.00194
1720,0.230,238.962,0.00194
1740,0.220,252.122,0.00193
1760,0.200,249.976,0.00193
1780,0.230,244.955,0.00193
1800,0.210,257.351,0.00193
1820,0.210,241.728,0.00193
1840,0.220,240.398,0.00192
1860,0.200,248.282,0.00192
1880,0.200,258.736,0.00192
1900,0.110,258.978,0.00192
1920,0.110,259.179,0.00192
1940,0.160,255.317,0.00192
1960,0.210,252.133,0.00191
1980,0.230,243.053,0.00191
2000,0.220,258.602,0.00191
2020,0.230,242.547,0.00191
2040,0.150,255.352,0.00191
2060,0.150,257.589,0.00190
2080,0.180,250.736,0.00190
2100,0.190,259.229,0.00190
2120,0.240,246.292,0.00190
2140,0.120,250.001,0.00190
2160,0.180,254.226,0.00190
2180,0.170,250.766,0.00189
2200,0.230,227.970,0.00189
2220,0.150,251.816,0.00189
2240,0.140,257.381,0.00189
2260,0.190,237.639,0.00189
2280,0.230,222.346,0.00188
2300,0.260,244.352,0.00188
2320,0.120,250.364,0.00188
2340,0.230,252.373,0.00188
2360,0.200,231.825,0.00188
2380,0.160,260.706,0.00188
2400,0.160,246.418,0.00187
2420,0.130,249.096,0.00187
2440,0.150,270.083,0.00187
2460,0.200,252.197,0.00187
2480,0.210,239.271,0.00187
2500,0.150,250.398,0.00186
2520,0.190,254.863,0.00186
2540,0.170,249.350,0.00186
2560,0.230,241.969,0.00186
2580,0.200,261.661,0.00186
2600,0.250,241.441,0.00186
2620,0.180,247.013,0.00185
2640,0.220,246.101,0.00185
2660,0.180,252.047,0.00185
2680,0.290,227.517,0.00185
2700,0.280,233.047,0.00185
2720,0.210,250.933,0.00185
2740,0.190,247.635,0.00184
2760,0.260,244.340,0.00184
2780,0.130,248.710,0.00184
2800,0.180,248.199,0.00184
2820,0.150,243.493,0.00184
2840,0.290,231.929,0.00184
2860,0.200,265.012,0.00183
2880,0.130,259.017,0.00183
2900,0.200,259.618,0.00183
2920,0.210,255.175,0.00183
2940,0.200,241.595,0.00183
2960,0.210,240.746,0.00182
2980,0.240,229.916,0.00182
3000,0.200,252.364,0.00182
3020,0.230,233.308,0.00182
3040,0.290,229.932,0.00182
3060,0.200,255.393,0.00182
3080,0.260,239.100,0.00181
3100,0.140,252.068,0.00181
3120,0.210,242.369,0.00181
3140,0.150,255.199,0.00181
3160,0.130,265.745,0.00181
3180,0.220,238.578,0.00181
3200,0.200,240.997,0.00180
3220,0.230,246.304,0.00180
3240,0.160,256.617,0.00180
3260,0.150,249.582,0.00180
3280,0.160,266.816,0.00180
3300,0.170,254.772,0.00180
3320,0.200,247.697,0.00179
3340,0.150,245.670,0.00179
3360,0.190,249.035,0.00179
3380,0.230,254.758,0.00179
3400,0.170,250.426,0.00179
3420,0.190,248.083,0.00179
3440,0.190,247.006,0.00178
3460,0.220,243.411,0.00178
3480,0.240,248.210,0.00178
3500,0.220,247.718,0.00178
3520,0.220,249.619,0.00178
3540,0.110,277.493,0.00178
3560,0.190,259.471,0.00177
3580,0.170,256.397,0.00177
3600,0.140,261.666,0.00177
3620,0.180,244.390,0.00177
3640,0.190,250.808,0.00177
3660,0.190,240.295,0.00177
3680,0.210,247.991,0.00176
3700,0.230,246.606,0.00176
3720,0.160,243.769,0.00176
3740,0.160,258.021,0.00176
3760,0.220,255.309,0.00176
3780,0.210,256.025,0.00176
3800,0.190,256.834,0.00175
3820,0.160,245.564,0.00175
3840,0.170,257.265,0.00175
3860,0.170,247.327,0.00175
3880,0.170,260.184,0.00175
3900,0.120,260.280,0.00175
3920,0.240,235.569,0.00174
3940,0.180,249.230,0.00174
3960,0.200,242.719,0.00174
3980,0.290,228.699,0.00174
4000,0.170,247.445,0.00174
4020,0.230,233.381,0.00174
4040,0.170,250.230,0.00173
4060,0.140,252.639,0.00173
4080,0.240,244.934,0.00173
4100,0.160,256.111,0.00173
4120,0.160,266.035,0.00173
4140,0.220,247.990,0.00173
4160,0.180,235.732,0.00172
4180,0.200,249.230,0.00172
4200,0.230,239.416,0.00172
4220,0.170,249.744,0.00172
4240,0.230,230.324,0.00172
4260,0.210,235.040,0.00172
4280,0.260,233.318,0.00171
4300,0.220,243.198,0.00171
4320,0.220,234.942,0.00171
4340,0.180,241.888,0.00171
4360,0.100,264.498,0.00171
4380,0.230,252.330,0.00171
4400,0.210,245.269,0.00171
4420,0.170,251.935,0.00170
4440,0.120,267.542,0.00170
4460,0.140,252.504,0.00170
4480,0.190,230.607,0.00170
4500,0.240,234.758,0.00170
4520,0.220,240.384,0.00170
4540,0.190,245.628,0.00169
