0,0.000,671.030,0.00110
20,0.050,434.136,0.00110
40,0.050,454.053,0.00110
60,0.050,407.613,0.00110
80,0.060,411.171,0.00110
100,0.050,406.682,0.00110
120,0.010,410.254,0.00109
140,0.040,417.058,0.00109
160,0.030,410.148,0.00109
180,0.070,387.374,0.00109
200,0.090,405.644,0.00109
220,0.040,395.648,0.00109
240,0.060,398.930,0.00109
260,0.050,399.154,0.00109
280,0.070,402.737,0.00109
300,0.060,391.603,0.00109
320,0.030,358.727,0.00108
340,0.060,350.476,0.00108
360,0.070,361.260,0.00108
380,0.110,376.007,0.00108
400,0.090,381.450,0.00108
420,0.050,379.851,0.00108
440,0.040,401.344,0.00108
460,0.090,353.123,0.00108
480,0.050,354.541,0.00108
500,0.030,351.689,0.00108
520,0.030,390.957,0.00107
540,0.070,378.739,0.00107
560,0.050,355.100,0.00107
580,0.070,372.192,0.00107
600,0.050,370.601,0.00107
620,0.070,349.801,0.00107
640,0.060,354.546,0.00107
660,0.070,341.538,0.00107
680,0.070,357.182,0.00107
700,0.050,349.810,0.00107
720,0.070,380.266,0.00106
740,0.070,352.516,0.00106
760,0.050,341.530,0.00106
780,0.050,331.233,0.00106
800,0.100,367.398,0.00106
820,0.050,366.675,0.00106
840,0.060,345.927,0.00106
860,0.070,367.988,0.00106
880,0.100,338.039,0.00106
900,0.010,361.704,0.00106
920,0.070,358.837,0.00106
940,0.050,368.695,0.00105
960,0.100,348.372,0.00105
980,0.030,350.648,0.00105
1000,0.090,346.894,0.00105
1020,0.060,337.669,0.00105
1040,0.110,342.241,0.00105
1060,0.080,358.386,0.00105
1080,0.060,338.036,0.00105
1100,0.050,366.541,0.00105
1120,0.070,361.808,0.00105
1140,0.040,354.385,0.00104
1160,0.120,356.759,0.00104
1180,0.080,352.747,0.00104
1200,0.070,366.133,0.00104
1220,0.090,365.249,0.00104
1240,0.100,346.489,0.00104
1260,0.040,361.080,0.00104
1280,0.010,364.194,0.00104
1300,0.060,345.913,0.00104
1320,0.060,339.335,0.00104
1340,0.050,359.383,0.00104
1360,0.080,350.075,0.00103
1380,0.070,360.680,0.00103
1400,0.060,348.182,0.00103
1420,0.050,359.565,0.00103
1440,0.070,362.657,0.00103
1460,0.110,340.836,0.00103
1480,0.080,358.950,0.00103
1500,0.060,352.994,0.00103
1520,0.020,347.836,0.00103
1540,0.070,332.721,0.00103
1560,0.120,350.206,0.00102
1580,0.100,352.225,0.00102
1600,0.120,333.023,0.00102
1620,0.040,354.177,0.00102
1640,0.060,348.187,0.00102
1660,0.080,342.656,0.00102
1680,0.060,358.693,0.00102
1700,0.050,342.703,0.00102
1720,0.090,349.194,0.00102
1740,0.080,364.375,0.00102
1760,0.090,343.988,0.00102
1780,0.080,350.645,0.00101
1800,0.070,348.027,0.00101
1820,0.100,357.677,0.00101
1840,0.080,369.538,0.00101
1860,0.040,353.961,0.00101
1880,0.050,365.886,0.00101
1900,0.070,359.831,0.00101
1920,0.120,384.353,0.00101
1940,0.120,349.301,0.00101
1960,0.090,368.105,0.00101
1980,0.030,354.951,0.00101
2000,0.080,364.000,0.00100
2020,0.040,341.753,0.00100
2040,0.040,341.824,0.00100
2060,0.110,321.084,0.00100
2080,0.090,349.700,0.00100
2100,0.030,344.489,0.00100
2120,0.040,343.331,0.00100
2140,0.060,335.554,0.00100
2160,0.060,326.634,0.00100
2180,0.100,335.491,0.00100
2200,0.130,330.296,0.00100
2220,0.080,330.321,0.00099
2240,0.030,361.419,0.00099
2260,0.130,331.013,0.00099
2280,0.060,349.204,0.00099
2300,0.100,335.917,0.00099
2320,0.120,354.954,0.00099
2340,0.090,340.924,0.00099
2360,0.080,344.642,0.00099
2380,0.080,342.693,0.00099
2400,0.070,360.292,0.00099
2420,0.080,338.686,0.00099
2440,0.070,348.315,0.00099
2460,0.050,357.911,0.00098
2480,0.040,355.036,0.00098
2500,0.030,346.899,0.00098
2520,0.110,326.979,0.00098
2540,0.110,345.721,0.00098
2560,0.050,353.137,0.00098
2580,0.010,366.245,0.00098
2600,0.060,362.907,0.00098
2620,0.050,359.697,0.00098
2640,0.060,361.747,0.00098
2660,0.080,334.048,0.00098
2680,0.070,330.488,0.00097
2700,0.050,345.371,0.00097
2720,0.070,351.578,0.00097
2740,0.060,350.866,0.00097
2760,0.150,334.139,0.00097
2780,0.060,353.214,0.00097
2800,0.050,355.018,0.00097
2820,0.140,325.316,0.00097
2840,0.080,342.088,0.00097
2860,0.070,331.567,0.00097
2880,0.040,373.405,0.00097
2900,0.110,357.744,0.00097
2920,0.070,337.550,0.00096
2940,0.090,353.623,0.00096
2960,0.080,348.633,0.00096
2980,0.080,345.400,0.00096
3000,0.030,351.697,0.00096
3020,0.070,345.058,0.00096
3040,0.060,349.132,0.00096
3060,0.060,339.250,0.00096
3080,0.080,355.188,0.00096
3100,0.050,354.970,0.00096
3120,0.100,354.396,0.00096
3140,0.050,360.282,0.00095
3160,0.120,351.903,0.00095
3180,0.050,358.196,0.00095
3200,0.090,332.646,0.00095
