139.63,117.27
135.5,105.24
142.16,110.18
134.17,107.8
135.57,125.29
136.72,123.49
140.64,102.78
138.79,108.47
135.95,107.96
134.28,122.77
138.6,117.22
138.55,102.1
141.49,108.93
139.71,121.74
138.7,114.78
140.96,110.45
140.61,117.24
135.75,120.9
138.9,109.83
139.84,102.2
135.64,107.09
137.13,116.66
139.88,109.91
141.47,110.28
139.64,117.06
133.14,117.12
136.31,105.9
139.64,110.95
135.83,108.65
133.8,110.7
135.51,105.25
136.42,115.29
139,101.38
139.92,99.928
140.39,103.9
137.9,101.28
137.43,117.21
134.4,113.24
138.34,109.25
136.32,118.9
138.09,121.17
140.49,109.5
136.75,101.07
137.88,121.38
139.38,110.93
138.07,115.83
140.02,123.1
137.77,116.98
141.68,114
136.26,103.97
134.7,106.74
139.32,104.77
135.4,120.44
138.85,124.68
137.67,121.36
137.18,123.66
136.84,119.03
139.67,101.9
134.72,120.34
138.01,110.05
138.54,104.57
140.41,115.91
137.2,106.61
137.91,103.17
138.96,106.7
138.49,118.92
137.01,112.85
136.75,112.1
138.64,120.32
137.03,112.42
135.08,116.25
137.19,108.3
137.82,105.2
143.1,121.69
136.87,116.15
138.44,118.82
139.54,119.47
138.08,113.13
141.24,117.39
138.03,118.97
139.89,111.16
136.86,117.74
137.15,119.02
135.44,101.76
136.31,121.91
140.24,104.28
136.72,119.06
138.06,121.51
136.42,119.65
137.66,101.64
135.36,107.35
136.17,108.78
140.14,106.53
138.65,101.33
140.79,120.68
135.91,119.85
139.74,111.4
139.69,121.76
138.86,102.57
137.47,101.98
135.37,123.02
137.5,105.28
135.05,106.42
135.01,98.685
140.32,118.35
139.59,124.26
137.31,99.837
135.64,104.23
139.19,120.68
138.03,107.23
137.66,108.92
140.28,107.36
140.16,112.39
137.95,119.55
134.65,103.61
135.7,124.96
135.48,104.23
137.11,117.64
134.12,112.82
137.34,99.874
134.54,101.85
138.21,106.86
139.78,115.08
135.2,118.19
137.85,105.22
135.19,103.82
139.64,110.6
138.05,120.73
138.57,118.05
138.09,107.37
138.58,121.31
135.56,110.76
138.79,102.93
137.4,99.656
139.76,111.96
141.65,105.83
138.43,116.79
139.23,118.57
137.76,101.46
136.54,104.7
135.94,124.11
140.03,124.38
139.63,107.3
135.11,106.75
138.33,105.77
136.51,100.18
134.93,124.26
140.23,115.49
136.85,108.95
136.14,103.13
136.18,119.13
137.69,108.75
140.04,116.36
142.15,101.72
138.51,111.78
138.45,106.91
138.24,99.941
140.79,116.07
139.03,109.01
138.49,100.94
136.15,119.48
137.12,107.44
136.04,115.28
141.39,119.84
137.8,102.28
137.59,114.45
136.85,108.55
138.86,110.42
138.15,115.26
136.33,107.45
138.56,124.44
140.58,119.78
136.09,118.97
142.9,123.24
139.51,103.31
139.98,112.63
135.93,120.46
138.06,116.68
139.58,114.75
136.59,100.3
138.1,112.73
137.24,106.52
137.25,124.98
134.88,103.01
136.12,101.9
135.46,106.05
140.08,108.76
136.56,119.54
141,113.69
135.31,106.92
134.67,108.7
139.43,117.04
136.63,117.28
139.96,122.45
139.23,115.15
139.72,107.34
138.87,102.44
137.7,110.66
139.7,100.1
135.37,112.22
139.54,123.96
137.41,108.03
139.57,103.48
134.34,113.72
138.55,109.25
140.83,111.32
140.88,114.37
134.37,115.55
136.36,102.48
133.07,119.49
139.42,117.39
135.68,103.19
139.5,102.26
138.73,117.67
136.86,113.32
136.78,114.71
136.44,118.96
136.97,117.04
135.94,121.97
139.8,115.25
138.49,122.71
136.38,112.7
136.35,115.76
135.19,108.19
141.28,104.54
139.41,120.81
140.93,112.89
139.1,103.94
140,123.38
137.64,103.88
139.3,121.64
137.47,121.57
137.71,122.43
136.72,114.81
140.45,119.15
141.22,101.79
138.27,102.31
140.84,111.18
137.12,123
142.35,111.53
135.84,111
135.37,120.39
139.25,102.45
135.16,116.63
138.79,103.55
136.67,108.33
139.28,103.21
137.72,118.4
139.48,106.59
135.68,107.43
136.44,115.63
139.36,124.49
135.45,116.31
135.45,102.56
136.31,107.98
138.39,99.883
139.56,112.82
140.5,121.61
141.45,106.64
140.36,124.8
141.23,117.8
139,108.04
140.26,123.47
136.61,108.55
139.48,108.91
135.87,115.9
140.11,116.42
134.33,116.07
139.32,119.17
136.53,103.72
138.94,113.58
137.84,121.39
138.56,107.64
138.88,105.44
138.97,113.65
140.34,109.25
139.61,123.99
137.79,120.86
138.49,118.04
134.18,114.31
138.41,107.05
136.3,118.14
136.85,120.44
139.89,104.65
137.22,104.75
134.59,107.23
139.13,118.68
134.63,120.05
140.31,116.6
139.2,116.06
139.34,122.41
138.7,107.23
137.97,107.16
135.56,105.31
139.41,122.47
140.05,100.75
135.99,117.68
135.26,103.37
134.94,110.24
141.02,120.92
138.24,118.64
137.16,122.14
134.5,113.02
135.94,121.4
135.55,118.37
141.45,115.08
134.03,112.89
137.14,105.22
136.51,113.26
137.88,106.97
137.91,109.15
137.29,109.65
138.41,120.39
137.17,113.98
138.1,122.32
136.62,117.64
135.39,111.35
138.33,107.17
139.63,111.95
137.73,122.69
140.22,106.93
136.44,111.79
137.46,100.66
140.92,100.79
137.7,105.4
136.76,118.77
138.21,111.83
137.53,122.7
135.26,109.96
140.03,113.82
139.53,119.56
138.11,106.03
139.85,102.92
138.9,109.16
142.03,113.81
136.1,115.28
138.77,114.15
137.14,114.6
138.84,104.69
136.71,118.11
135.84,110.07
141.42,112.27
140.59,116.72
139.54,109.52
136.02,110.84
142.4,115.2
133.84,109.45
137.24,100.92
136.63,115.3
139.15,102.8
139.96,101.79
137.01,106.45
136.33,102.42
142.43,121.9
136.14,123.1
140.46,117.98
135.18,108.21
139.93,118.54
140.78,103.44
138.52,121.13
140.95,119.46
138.51,102.78
141.53,117.51
138.06,120.8
141.24,125.43
138.78,102.81
137.48,100.77
137.08,124.66
135.54,123.77
139.68,123.99
138.7,107.02
138.33,116.57
138.6,114.93
142.02,100.57
139.11,115.15
135.37,101.98
136.64,112.84
136.71,117.44
139.64,112.79
139.99,103.81
137.93,122.53
137.21,112.28
138.21,114.34
136.88,111.58
137,123.09
140.83,107.58
137.28,113.43
134.96,100.89
142.06,122.04
140.54,118.66
140.38,115.16
135.93,105.55
138.14,121.02
139.17,103.78
140.67,118.48
138.44,105.61
140.98,122.76
137.33,112.53
140.62,124.4
134.45,101.71
139.97,123.5
137.27,110.61
137.14,101.49
138.87,108.49
137.11,117.6
137.58,110.63
135.15,101.29
135.82,103.71
139.3,108.63
142.22,105.48
139.03,123.15
138.07,113.87
136.86,102.66
136.4,121.34
141.56,123.93
136.85,121.26
138.88,102.61
136.28,118.97
137,120.37
135.34,99.504
140.44,112.7
136.03,123.5
137.22,111.14
137.26,122.55
135.95,108.74
134.28,107.52
138.82,119.99
138.31,120.8
136.71,121.08
137.18,118.18
136.34,117.8
136.58,103.68
136.15,115.6
137.29,103.42
138.47,110.64
140.7,101.26
134.25,102.49
138.94,109.53
136.33,107.87
142.49,116.8
138.7,99.839
136.98,102.21
139.05,102.99
140.28,116.92
139.29,103.09
139.1,112.29
141.95,102.11
136.4,119.52
137.4,108.61
141.5,115.71
137.46,115.87
138.93,105.31
135.82,111.99
138.96,115.46
137.08,123.94
136.1,122.61
138.8,122.08
140.03,114.78
137.97,117.74
141.09,115.41
135.26,114.7
138.62,102.87
136.31,117.6
140.83,118.7
141.8,119.1
135.5,108.21
139.14,119.26
135.17,100.77
139.04,106.63
140.05,107.43
136.62,120.24
137.69,100.39
136.37,101.24
140.91,114.05
138.25,104.14
139.26,110.87
138.65,118.26
139.25,117.56
137.79,119.98
138.69,124.81
137.17,115.79
138.69,116.62
