140.23,104.18,26165
135.06,111.42,25653
138.66,113.41,27685
142.03,109.95,27685
137.81,115.41,28197
139.52,108.79,27685
136.18,113.48,25653
137.71,101.28,23621
139.16,104.19,25140
134.58,119.91,27173
139.7,115.17,27173
137.72,106.76,26677
136.17,116.94,26677
134.9,103.3,23621
139.97,109.88,27174
138.75,119.05,28197
137,117.59,27173
137.15,117.58,27173
138.2,108.43,25653
133.91,113.24,25653
138.8,108.04,26165
139.47,119.66,28693
140.8,117.21,28709
139.42,104.3,25141
134.83,105.59,24133
136.01,107.55,25142
139.91,124.28,28708
141.48,123.63,29205
135.92,102.18,23109
140.92,120.58,29205
135.04,103.31,23621
137.59,113.9,27173
136.86,103.81,24645
136.87,102.02,23621
138.57,116.1,27685
136.77,106.17,26165
142.04,109.35,27685
136.4,101.18,23109
134.8,125.56,27684
138.25,115.05,27685
132.64,117.84,26165
141.09,105.26,26165
137.4,104.1,23621
134.4,120.62,27173
136.66,125.82,27684
134.67,107.36,24133
136.22,109.18,25653
135.19,122.72,27684
139.29,113.09,27685
138.82,119.35,27685
135.27,100.75,24133
137.25,114.27,26661
136.7,113.89,26165
137.21,111.87,26165
140.39,103.29,26164
139.75,106.05,27685
140.13,115.78,28693
136.96,106.96,24645
134.78,113.77,26165
137.52,110.84,26166
137.67,119.59,27685
136.2,113.9,26677
136.45,123.71,27684
138.96,109.61,26165
134.37,105.92,24133
139.02,110.35,27686
138.49,118.65,28197
135.68,123.76,28196
137.27,125.91,28196
137.25,106.77,26165
134.61,121.65,27684
138,109.96,25654
137.93,112.62,27173
138.16,108.32,25653
135.41,107.86,24133
140.11,106.22,26677
137.3,118.83,27685
140.56,120.22,29205
139.88,118.29,28197
138.56,107.66,25653
136.35,118.71,27685
141.4,102.13,26162
137.98,107.72,25141
137.1,124.04,27684
138.16,124.57,28196
136.6,109.67,24630
135.75,105.82,24645
140.21,112.21,27174
135.82,104.03,23621
140.84,120.39,29205
136.9,115.92,27685
137.15,118.23,26661
136.41,116.2,26165
141.59,113.94,28197
136.56,99.488,23109
136.37,120.51,27173
139.52,116.06,28197
138.85,121.04,29205
138.03,117.1,27685
136.77,120.18,28197
137.17,122.6,27685
139.33,125.55,28196
136.49,117.17,26661
139.6,123.07,28708
139.62,114.2,28197
139.02,106.53,25653
138.8,103.79,25140
140.1,120.7,28709
138.51,120.28,28709
137.76,114.15,27173
141.1,110.32,27685
135.53,106.34,24133
137.8,120.42,27173
139.87,113.46,28197
138.25,113.75,26661
136.59,101.37,24133
138.64,112.88,27686
138.32,106.36,25141
141.62,114.38,28709
135.34,110.01,25142
135.99,109.22,25141
133.88,102.88,23621
135.29,107.46,24646
138.44,113.83,28197
141,121.96,29205
134.96,106.38,23622
135.32,102.16,23621
139.77,122.14,29205
139.46,103.31,25652
134.25,115.72,26165
139.21,120.18,28709
138.37,122.34,28197
141.94,106.44,27685
136.76,99.076,23109
137.86,114.02,27173
133.83,119.01,26661
135.6,101.9,23621
139.26,101.53,24628
136.02,112.66,26165
138.25,104.27,25141
138.44,102.13,25651
136.84,120.1,27173
141.8,119.24,28709
138.02,114.01,27173
136.57,108.85,25141
136.21,114.38,26165
137.27,120.07,27173
138.69,117.49,27685
139.55,108.9,27173
138.97,113.31,26662
141.08,114.3,28197
139.16,113.57,27685
140.34,102.41,27169
139.19,115.09,28197
135.74,111.07,26165
135.8,118.65,27173
136.52,115.64,26677
138.85,117.13,27685
142.16,119.28,29205
138.39,106.21,25653
138.32,114.11,27173
137.08,116.5,27173
