0,0.000,702.671
100,0.045,416.143
200,0.046,401.995
300,0.070,382.140
400,0.068,372.492
500,0.068,368.272
600,0.069,368.791
700,0.070,361.811
800,0.071,360.909
900,0.070,360.957
1000,0.070,358.213
1100,0.070,357.238
1200,0.068,356.971
1300,0.071,354.029
1400,0.070,354.028
1500,0.068,352.943
1600,0.071,353.500
1700,0.070,356.375
1800,0.072,352.484
1900,0.066,352.717
2000,0.071,351.141
2100,0.066,356.292
2200,0.074,351.022
2300,0.070,351.718
2400,0.070,353.382
2500,0.069,351.892
2600,0.070,351.791
2700,0.072,350.872
2800,0.073,349.594
2900,0.071,351.104
3000,0.071,349.503
3100,0.073,351.978
3200,0.074,349.251
3300,0.072,348.752
3400,0.073,348.975
3500,0.071,348.959
3600,0.071,350.061
3700,0.071,348.645
3800,0.075,349.370
3900,0.072,348.011
4000,0.071,348.324
4100,0.068,349.132
4200,0.072,347.703
4300,0.073,347.530
4400,0.074,347.621
4500,0.071,347.645
4600,0.076,347.823
4700,0.072,347.504
4800,0.072,347.589
4900,0.069,347.507
5000,0.069,355.163
5100,0.074,347.649
5200,0.071,347.749
5300,0.073,348.256
5400,0.073,347.228
5500,0.072,347.796
5600,0.070,346.901
5700,0.073,346.678
5800,0.072,346.698
5900,0.072,347.797
6000,0.076,346.855
6100,0.072,349.958
6200,0.073,346.378
6300,0.075,346.426
6400,0.073,349.202
6500,0.069,348.809
6600,0.073,346.394
6700,0.076,346.161
6800,0.073,346.846
6900,0.072,346.325
7000,0.075,347.696
7100,0.074,347.719
7200,0.073,349.220
7300,0.078,347.666
7400,0.073,347.473
7500,0.074,345.169
7600,0.074,345.344
7700,0.074,346.709
7800,0.076,344.913
7900,0.072,345.216
8000,0.074,345.278
8100,0.076,344.979
8200,0.076,344.886
8300,0.072,344.554
8400,0.077,344.359
8500,0.076,344.022
8600,0.075,344.986
8700,0.078,344.730
8800,0.075,344.145
8900,0.080,343.818
9000,0.074,347.504
9100,0.077,344.698
9200,0.079,342.454
9300,0.082,342.101
