134.6,123.17
139.65,101.69
137.88,106.91
141.51,115.38
136.41,104.84
137.59,114.39
140.43,111.53
139.33,116.07
136.64,107.22
139.63,109.67
138.08,122.61
134.55,118.01
136.56,102.25
138.77,118.13
135.47,109.08
138.91,123.31
135.79,123.8
136.48,121.31
135.91,102.67
137.48,100.66
134.95,113.29
140.38,106.13
138.07,105.58
140.81,115.94
140.61,120.96
136.01,113.48
134.95,108.01
138.5,100.59
139.37,126.87
137.23,109.52
140.27,103.7
138.71,116.87
139,111.31
139.84,111.88
134.07,103.17
135.22,103.53
138.28,107.47
138.81,103.42
133.75,108.61
135.15,114.44
134.14,101.2
135.66,102.61
136.07,100.42
139.09,120.55
137.06,103.85
137.94,123.21
139.48,107.76
141.96,108.23
139.09,106.78
135.66,123.3
136.09,111.99
137.41,108.03
135.6,103.7
134.31,99.108
137.65,107.09
140.27,104.93
139.19,122.69
139.64,111.09
140.73,111.94
136.85,111.6
134.54,101.66
135.92,112.85
139.5,119.86
140.1,122.82
138.06,114.56
138.44,106.22
138.49,123.27
137.45,102.54
137.21,104.09
139.79,109.83
137.4,115.12
140.55,110.08
135.1,115.58
136.75,102.66
139.27,105.91
136.6,114.38
133.08,111.76
137.41,120.31
141.95,108.94
142.68,120.98
138.65,106.45
138.39,115.51
139.54,119.96
137.75,112.31
137.26,113.21
138.78,119.04
138.68,112.08
138.84,104.24
139.88,118.04
140.07,108.39
136.75,105.47
134.83,107.68
141.18,103.53
135.42,99.924
140.59,107.14
140.47,113.28
139.88,105.94
140.09,105.08
138.34,105.65
134.9,124.04
139.55,104.1
135.17,112.19
137.57,100.26
137.93,101.76
138.13,102.12
139.83,122.23
133.22,117.17
137.83,102.39
140.64,116.26
137.95,107.82
137.11,118.07
138.61,120.16
135.21,118.3
135.22,123
138.22,120.07
136.96,104.64
137.08,104.1
136.02,105.45
139.92,118.02
134.98,125.02
137.06,116.88
135.69,116.56
136.13,107.81
137.17,114.12
137.26,102.2
138.71,98.848
138.41,110.06
140.98,122.6
138.88,103.01
134.82,105.28
136.66,109.44
136.78,121.93
135.51,105.38
135.58,119.83
135.88,115.89
139.4,101.47
136.4,117.64
135,119.96
138.53,121.33
134.77,122.33
141.44,119.28
140.77,122.55
139.23,114.66
139.54,119.29
137.47,100.45
134.93,122.83
136.09,105.69
135.5,106.13
136.62,120.83
139.46,108.64
