0,0.090,631.930,0.00210
20,0.100,334.535,0.00210
40,0.120,332.659,0.00210
60,0.130,322.015,0.00209
80,0.070,320.289,0.00209
100,0.090,316.467,0.00209
120,0.120,304.667,0.00209
140,0.140,304.231,0.00209
160,0.180,284.405,0.00208
180,0.140,272.443,0.00208
200,0.150,278.976,0.00208
220,0.170,281.914,0.00208
240,0.100,292.285,0.00208
260,0.120,260.531,0.00207
280,0.160,278.298,0.00207
300,0.200,257.562,0.00207
320,0.120,264.197,0.00207
340,0.170,258.973,0.00207
360,0.190,259.108,0.00206
380,0.200,259.117,0.00206
400,0.160,263.437,0.00206
420,0.220,253.040,0.00206
440,0.160,254.617,0.00206
460,0.200,252.415,0.00205
480,0.140,247.469,0.00205
500,0.150,250.353,0.00205
520,0.160,244.053,0.00205
540,0.160,240.972,0.00205
560,0.150,271.460,0.00204
580,0.170,255.543,0.00204
600,0.140,250.545,0.00204
620,0.180,255.112,0.00204
640,0.130,256.283,0.00204
660,0.220,244.241,0.00204
680,0.180,256.544,0.00203
700,0.180,240.270,0.00203
720,0.190,241.095,0.00203
740,0.160,255.937,0.00203
760,0.220,232.088,0.00203
780,0.210,229.535,0.00202
800,0.150,255.309,0.00202
820,0.130,245.474,0.00202
840,0.200,226.854,0.00202
860,0.260,227.452,0.00202
880,0.190,237.964,0.00201
900,0.170,239.054,0.00201
920,0.210,235.659,0.00201
940,0.270,235.112,0.00201
960,0.180,247.923,0.00201
980,0.220,240.179,0.00200
1000,0.240,246.549,0.00200
1020,0.170,245.285,0.00200
1040,0.200,238.333,0.00200
1060,0.140,247.365,0.00200
1080,0.170,248.650,0.00199
1100,0.270,226.523,0.00199
1120,0.160,233.685,0.00199
1140,0.110,242.273,0.00199
1160,0.170,237.210,0.00199
1180,0.280,233.334,0.00199
1200,0.150,246.056,0.00198
1220,0.180,233.731,0.00198
1240,0.210,228.861,0.00198
1260,0.210,233.738,0.00198
1280,0.160,246.041,0.00198
1300,0.180,245.278,0.00197
1320,0.180,238.931,0.00197
1340,0.170,244.597,0.00197
1360,0.240,231.531,0.00197
1380,0.110,228.313,0.00197
1400,0.190,230.525,0.00196
1420,0.220,223.492,0.00196
1440,0.160,254.368,0.00196
1460,0.210,233.451,0.00196
1480,0.130,245.648,0.00196
1500,0.180,231.043,0.00196
1520,0.170,245.698,0.00195
1540,0.270,231.491,0.00195
1560,0.210,220.596,0.00195
1580,0.130,238.995,0.00195
1600,0.170,238.341,0.00195
1620,0.220,240.771,0.00194
1640,0.120,230.380,0.00194
1660,0.210,234.003,0.00194
1680,0.240,241.441,0.00194
1700,0.180,238.709,0.00194
1720,0.150,242.771,0.00194
1740,0.180,243.424,0.00193
1760,0.170,232.919,0.00193
1780,0.210,231.664,0.00193
1800,0.160,234.041,0.00193
1820,0.160,243.027,0.00193
1840,0.170,238.957,0.00192
1860,0.150,257.542,0.00192
1880,0.130,239.876,0.00192
1900,0.230,221.939,0.00192
1920,0.170,230.170,0.00192
1940,0.230,233.632,0.00192
1960,0.160,225.059,0.00191
1980,0.210,232.452,0.00191
2000,0.110,266.977,0.00191
2020,0.140,259.391,0.00191
2040,0.200,230.370,0.00191
2060,0.190,236.101,0.00190
2080,0.180,257.641,0.00190
2100,0.160,224.983,0.00190
2120,0.140,243.691,0.00190
2140,0.170,243.027,0.00190
2160,0.140,240.881,0.00190
2180,0.170,243.843,0.00189
2200,0.150,240.572,0.00189
2220,0.140,247.309,0.00189
2240,0.240,224.771,0.00189
2260,0.240,230.506,0.00189
