0,0.000,649.064,0.00210
20,0.130,336.044,0.00210
40,0.090,343.805,0.00210
60,0.090,341.453,0.00209
80,0.090,344.482,0.00209
100,0.070,320.310,0.00209
120,0.110,311.753,0.00209
140,0.110,298.073,0.00209
160,0.150,318.030,0.00208
180,0.160,295.994,0.00208
200,0.140,319.777,0.00208
220,0.120,307.312,0.00208
240,0.110,307.229,0.00208
260,0.180,283.092,0.00207
280,0.160,280.586,0.00207
300,0.190,278.422,0.00207
320,0.190,299.864,0.00207
340,0.170,266.622,0.00207
360,0.180,270.689,0.00206
380,0.170,263.453,0.00206
400,0.150,301.388,0.00206
420,0.150,275.886,0.00206
440,0.120,271.419,0.00206
460,0.190,258.475,0.00205
480,0.170,267.626,0.00205
500,0.200,256.820,0.00205
520,0.190,264.495,0.00205
540,0.150,288.321,0.00205
560,0.150,274.416,0.00204
580,0.100,292.530,0.00204
600,0.180,263.015,0.00204
620,0.140,249.149,0.00204
640,0.160,251.563,0.00204
660,0.170,267.923,0.00204
680,0.100,267.657,0.00203
700,0.170,271.482,0.00203
720,0.210,256.564,0.00203
740,0.200,269.414,0.00203
760,0.080,265.090,0.00203
780,0.120,273.034,0.00202
800,0.170,277.725,0.00202
820,0.170,283.693,0.00202
840,0.130,286.216,0.00202
860,0.170,244.954,0.00202
880,0.140,272.136,0.00201
900,0.130,268.795,0.00201
920,0.150,265.954,0.00201
940,0.140,250.471,0.00201
960,0.130,283.618,0.00201
980,0.140,264.692,0.00200
1000,0.150,268.673,0.00200
1020,0.200,287.849,0.00200
1040,0.170,245.817,0.00200
1060,0.120,298.698,0.00200
1080,0.110,264.257,0.00199
1100,0.150,265.152,0.00199
1120,0.080,271.471,0.00199
1140,0.150,266.071,0.00199
1160,0.130,265.745,0.00199
1180,0.140,263.637,0.00199
1200,0.130,246.020,0.00198
1220,0.150,261.032,0.00198
1240,0.110,279.032,0.00198
1260,0.200,251.470,0.00198
1280,0.110,259.347,0.00198
1300,0.170,248.944,0.00197
1320,0.120,268.076,0.00197
1340,0.180,252.917,0.00197
1360,0.130,259.927,0.00197
1380,0.140,256.427,0.00197
